"_id","first_name","last_name","GP","Min_per","stops","oreb","dreb","treb","ast","stl","blk","pts"
"65d5e15e016cc2be02ffcc8f","Anthony","'Cat' Barber","36","59.7","119.447","0.3889","1.6111","2","3.5","0.5833","0.0278","8.5"
"65d5e15e016cc2be02ffdf4c","","","30","21.3","49.5614","0.7812","0.9375","1.7188","0.4062","0.4062","0.0312","1.875"
"65d5e15c016cc2be02ff71a4","Darion","'Jake' Anderson","28","75.4","173.226","1.2143","4.2143","5.4286","2.4643","1.5714","0.1071","16.6429"
"65d5e15d016cc2be02ff972a","Peter","'PJ' Roberson","33","51","148.947","1.3636","3.6061","4.9697","0.2727","0.2727","1.7879","4.303"
"65d5e15d016cc2be02ffb797","Peter","'Pj' Roberson","25","43.7","91.5682","1.44","3.08","4.52","0.36","0.28","1.24","5.24"
"65d5e15c016cc2be02ff7360","Dominic","(Bo) King","4","5.5","12.8976","0.25","1.5","1.75","1","1","0.25","8"
"65d5e15c016cc2be02ff8001","David","(DJ) Jackson","31","75.3","142.952","1.6452","2.871","4.5161","1.1935","0.5161","0.2581","9.5161"
"65d5e15c016cc2be02ff84eb","Jordan","Aaberg","27","32.9","78.4924","0.8889","1.8889","2.7778","0.1481","0.2963","1.1852","3.5185"
"65d5e15d016cc2be02ffbb1d","Mike","Aaman","25","31.9","69.6515","1.4","2.28","3.68","0.16","0.4","0.24","4.68"
"65d5e15d016cc2be02ffb8e2","Jordan","Aaron","30","88.7","170.822","0.5333","3.2","3.7333","3.9667","1.2667","0","13.8667"
"65d5e15e016cc2be02ffdfdd","Shaqquan","Aaron","23","11.4","23.0512","0.2609","0.4783","0.7391","0.2174","0.1304","0.087","1.2609"
"65d5e15e016cc2be02ffc7d4","Joe","Aase","23","11","24.2208","0.1304","0.7391","0.8696","0.1739","0.1304","0.087","0.8696"
"65d5e15d016cc2be02ffb541","Ronell","Abaekobe","5","0.5","0.549242","0","0","0","0","0","0","0.4"
"65d5e160016cc2be0200355b","Eli","Abaev","29","65.9","169.309","2.5667","5.1667","7.7333","1.1333","0.8667","0.7","7.9333"
"65d5e15e016cc2be02ffca70","Kwesi","Abakah","16","4.8","8.48162","0.3125","0.375","0.6875","0.0625","0","0.0625","1"
"65d5e15c016cc2be02ff67ed","Ty","Abbott","35","73.6","180.744","0.6","3.3714","3.9714","1.5143","0.9429","0.4571","7.0857"
"65d5e15f016cc2be02fff1ce","Malik","Abbott","3","0.2","1.02602","0","0.6667","0.6667","0","0","0","0"
"65d5e15d016cc2be02ffb89c","Mostafa","Abdel Latif","27","25.9","57.1437","1.1111","1.8889","3","0.0741","0.1481","0.5556","1.6296"
"65d5e160016cc2be02002951","Huthifah","Abdeljawad","9","0.9","1.70289","0","0.2","0.2","0.1","0","0","0.1"
"65d5e15d016cc2be02ffa5c4","Salah","Abdo","5","0.9","1.04287","0","0","0","0","0","0","0"
"65d5e15d016cc2be02ffb49d","Muhammad","Abdul-Aleem","29","53.7","130.425","1","2.9655","3.9655","1.2414","1.2069","0.1724","8.9655"
"65d5e15d016cc2be02ffbac5","Musa","Abdul-Aleem","9","7.3","14.3626","0.4444","1","1.4444","0.3333","0.2222","0.3333","3.3333"
"65d5e15e016cc2be02ffcae2","Jalil","Abdul-Bassit","17","7.6","16.3053","0.0588","0.4706","0.5294","0.2353","0.2353","0","1.8824"
"65d5e15c016cc2be02ff6806","Mustafa","Abdul-Hamid","2","0.2","0.272049","0","0","0","0.5","0","0","0"
"65d5e15d016cc2be02ffb790","Ahmad","Abdullah","3","0.3","0.909999","0","0.3333","0.3333","0.3333","0","0","0"
"65d5e15f016cc2be02ffecf0","Hasan","Abdullah","8","2.8","5.22504","0","0.125","0.125","0.875","0.125","0","0.5"
"65d5e160016cc2be02002385","Mohammed","Abdulsalam","30","10.3","24.509","0.6562","0.6875","1.3438","0.0625","0.2188","0.0312","0.8438"
"65d5e15e016cc2be02ffda9f","Jordan","Abdur-Ra'oof","26","13.9","27.418","0.0741","0.5185","0.5926","0.1481","0.1852","0.1481","1.3333"
"65d5e15f016cc2be02000317","Bilal","Abdur-Rahim","24","25","56.8637","0.9231","1.6538","2.5769","0.8846","0.4615","0.0385","4.5769"
"65d5e161016cc2be02004db1","Jabri","Abdur-Rahim","8","3.7","5.72736","0","0.25","0.25","0.25","0.125","0.125","0.875"
"65d5e15e016cc2be02ffddb9","Muhammad-Ali","Abdur-Rahkman","28","42.9","81.1952","0.2759","1.3793","1.6552","0.931","0.5517","0","4.4828"
"65d5e15c016cc2be02ff7390","Larney","Abdush-Shakur","14","2.1","6.90243","0.0714","0.2143","0.2857","0.0714","0.2143","0","0.1429"
"65d5e15c016cc2be02ff82f4","Toso","Abedamowo","3","0.7","2.79887","0","0","0","0","0.6667","0","1.3333"
"65d5e160016cc2be02003ae5","Fletcher","Abee","27","81.6","140.72","0.3333","1.5667","1.9","1.4","1.1333","0.0667","12.1667"
"65d5e15d016cc2be02ff9595","Martins","Abele","17","28.4","65.8076","1.8235","3.4706","5.2941","0.2941","0.4118","1.1176","5.4706"
"65d5e15d016cc2be02ffa5ef","Remy","Abell","32","18.5","38.8506","0.375","0.5625","0.9375","0.4688","0.1875","0.0312","2.9688"
"65d5e15c016cc2be02ff7fa9","Brent","Abendroth","9","1.1","1.44028","0","0.1111","0.1111","0","0","0","0"
"65d5e160016cc2be020034bb","Riley","Abercrombie","17","5.8","13.0692","0.0588","0.6471","0.7059","0.1765","0","0.1176","1.3529"
"65d5e15c016cc2be02ff7139","Onyekautukwu","Abiakam","11","4.4","9.46616","0.3636","0.5455","0.9091","0","0.0909","0.1818","0.9091"
"65d5e15c016cc2be02ff7dc2","Onyekawtuke","Abiakam","28","35.4","89.0985","1.2857","2.4286","3.7143","0.3571","0.5","1.1786","3.1786"
"65d5e15d016cc2be02ffa725","Kazembe","Abif","20","8.1","22.6029","0.25","0.9","1.15","0.05","0.15","0.15","1.5"
"65d5e161016cc2be02004ab4","Micaiah","Abii","20","16.1","29.8376","0.2917","1.1667","1.4583","0.7083","0.2083","0.125","4.25"
"65d5e160016cc2be02003b95","Max","Abmas","27","73.5","135.467","0.3871","1.7742","2.1613","1.4194","1.0323","0.2258","14.4194"
"65d5e161016cc2be02004d00","Efe","Abogidi","27","59.4","153.139","2.2963","4.9259","7.2222","0.3704","0.7407","1.3333","8.9259"
"65d5e15c016cc2be02ff6bfa","Charles","Abouo","32","26.1","60.6042","0.4062","1.4062","1.8125","0.375","0.25","0.0938","2.875"
"65d5e15c016cc2be02ff66cf","Alfred","Aboya","35","68.4","171.665","2.8","3.4571","6.2571","0.6","1","0.1714","9.8571"
"65d5e15b016cc2be02ff624f","Ryann","Abraham","16","27.8","67.983","0.375","1.4375","1.8125","2.625","1.5625","0.125","9.3125"
"65d5e15c016cc2be02ff7f66","Karon","Abraham","35","66.8","138.852","0.6286","1.5429","2.1714","1.5143","0.6857","0.1143","13.6286"
"65d5e15c016cc2be02ff7fac","Peter","Abraham","10","2.3","5.54669","0.2","0.7","0.9","0.1","0","0","1"
"65d5e15d016cc2be02ff91ac","Trevan","Abraham","28","20.7","35.2549","0.1071","0.5357","0.6429","1.25","0.2143","0","1.0357"
"65d5e15e016cc2be02ffd1ec","Moses","Abraham","22","17.8","48.5549","1.4545","1.9545","3.4091","0.0909","0.2273","0.4545","1.5909"
"65d5e161016cc2be02004e0f","Henry","Abraham","22","46","72.4035","0.1364","1.2273","1.3636","1.5455","0.6364","0.0455","5.4545"
"65d5e15c016cc2be02ff7df9","Albert","Abrahams","30","46.1","109.455","1.9667","3.2333","5.2","0.4667","0.4333","0.7","8.7"
"65d5e15d016cc2be02ffb922","Kale","Abrahamson","32","40.7","73.6243","0.5312","1.4375","1.9688","0.4375","0.3125","0.0938","4.9375"
"65d5e15f016cc2be02ffee2a","DeAndre","Abram","32","51","102.831","0.7812","2.1562","2.9375","0.1875","0.1875","0.375","6.5938"
"65d5e15c016cc2be02ff68fa","Jamar","Abrams","27","67.3","124.543","1.4444","3.5926","5.037","0.4074","0.8148","0.3704","10.2593"
"65d5e15c016cc2be02ff69dd","","","35","93.5","196.48","0.4","1.8286","2.2286","1.3143","1.3429","0.1143","16.5714"
"65d5e15d016cc2be02ffa63a","Tracy","Abrams","32","52","99.4457","0.6875","1.5625","2.25","1.875","0.4375","0","4.25"
"65d5e15e016cc2be02ffd8d0","Aleks","Abrams","24","16.3","28.3768","1.0769","1.0385","2.1154","0.0769","0.0385","0.3077","0.6538"
"65d5e15f016cc2be02001316","Byron","Abrams","1","0.2","0.202805","0","0","0","0","0","0","0"
"65d5e15c016cc2be02ff6696","Alvin","Abreu","26","65.8","123.414","0.7692","2.0385","2.8077","2.1538","1.1538","0.1923","12.9231"
"65d5e15d016cc2be02ff9698","Alex","Abreu","35","48.2","126.671","0.4571","1.2857","1.7429","3.4286","1.1714","0.0571","6.5714"
"65d5e15c016cc2be02ff7404","Tim","Abromaitis","35","77.8","163.348","1.2286","3.5143","4.7429","1.4857","0.4857","0.3143","16.1143"
"65d5e15d016cc2be02ffa716","Devonta","Abron","32","40.8","110.695","1.9062","2.3125","4.2188","0.625","0.9375","0.2812","5.6562"
"65d5e15e016cc2be02ffc8f6","Tim","Abruzzo","12","13.8","27.9916","0.9167","1.5","2.4167","0.75","0.5833","0.0833","4.1667"
"65d5e15d016cc2be02ff9516","Drew","Absher","9","1.8","2.26728","0","0.1111","0.1111","0.1111","0","0","1.4444"
"65d5e15d016cc2be02ffa365","Taylor","Abt","27","19.3","41.9054","0.5556","1.3333","1.8889","0.1481","0.0741","0.3704","2.037"
"65d5e15e016cc2be02ffd8b4","Abdul-Malik","Abu","36","47.3","117.734","1.8889","2.8889","4.7778","0.6111","0.1667","0.5","6.3611"
"65d5e15c016cc2be02ff6a91","Jamal","Abu-Shamala","32","29.7","55.6864","0.25","1.1562","1.4062","0.6562","0.2188","0.1875","3.6562"
"65d5e15f016cc2be02000433","Mohamed","Abuarisha","2","0.3","0.378308","0","0.5","0.5","0.25","0","0","1"
"65d5e160016cc2be02003b6c","Abood","Abuissa","7","0.8","1.12179","0.125","0","0.125","0.125","0","0","0.25"
"65d5e15c016cc2be02ff6723","Joey","Accaoui","33","38.9","63.3655","0.2121","0.7576","0.9697","1.5455","0.1818","0","4.9394"
"65d5e15d016cc2be02ffa3b1","Jared","Accetturra","4","0.2","0.524685","0","0.25","0.25","0.25","0","0","0"
"65d5e15e016cc2be02ffc998","Kristopher","Acevedo","2","0.2","0.201875","0","0","0","0","0","0","0"
"65d5e15d016cc2be02ffa53f","God'sgift","Achiuwa","32","74.5","140.387","2.8438","2.9688","5.8125","0.2812","0.3438","0.8125","9.375"
"65d5e15e016cc2be02ffc031","God'Sgift","Achiuwa","32","21.5","59.2814","0.875","1.25","2.125","0.0312","0.25","0.8125","2.4688"
"65d5e160016cc2be020037fa","Precious","Achiuwa","31","75.3","256.167","3","7.7742","10.7742","0.9677","1.0968","1.871","15.7742"
"65d5e15b016cc2be02ff63cb","Maurice","Acker","33","38.1","89.7288","0.3333","1.0303","1.3636","1.8485","0.697","0","2.8485"
"65d5e15d016cc2be02ffa939","Pat","Ackerman","12","2.1","4.31605","0","0.4167","0.4167","0","0","0","0"
"65d5e15e016cc2be02ffd9b0","Patrick","Ackerman","29","22.5","49.5444","0.1935","1.0645","1.2581","0.0323","0.1935","0.5806","1.5806"
"65d5e15c016cc2be02ff7df1","Nikko","Acosta","14","4.6","8.67992","0.0714","0.4286","0.5","0.2143","0","0.2143","0.2143"
"65d5e15f016cc2be02001407","Shane","Acoveno","6","2.6","4.04217","0.4286","0.2857","0.7143","0","0","0","1"
"65d5e15e016cc2be02ffcb6b","Kris","Acox","13","26.1","42.7952","1.9231","2.6154","4.5385","0.5385","0.3077","0.2308","3.3846"
"65d5e15f016cc2be02000d7f","Milan","Acquaah","30","42","86.9366","0.2","1.6","1.8","1.9333","0.5667","0.0333","4.8667"
"65d5e160016cc2be0200331a","Kani","Acree","24","26.3","62.4972","0.8","1.88","2.68","0.72","0.44","0.12","3.96"
"65d5e161016cc2be02004bf8","Tyson","Acuff","18","34.2","39.329","0.2222","0.8889","1.1111","0.8889","0.5","0.1111","3.7222"
"65d5e161016cc2be02004a04","Mattia","Acunzo","30","37","83.5217","1.0333","2.5","3.5333","0.8333","0.2333","0.1333","5.9333"
"65d5e15c016cc2be02ff6fea","Quincy","Acy","33","35.3","103.731","1.3939","2.0303","3.4242","0.2121","0.4848","0.8788","5.2121"
"65d5e15b016cc2be02ff63f6","Manny","Adako","30","62.4","125.155","1.5333","2.6667","4.2","0.6333","0.5667","0.6333","11.3333"
"65d5e15b016cc2be02ff61f3","Brandon","Adams","29","33.9","79.7776","1.4138","1.5517","2.9655","0.2759","0.5172","0.6207","3.4138"
"65d5e15b016cc2be02ff629c","Jonathan","Adams","34","53.3","123.765","1.0294","2.7941","3.8235","1.8529","0.5","0.2353","5.0882"
"65d5e15b016cc2be02ff656f","Phillip","Adams","3","0.6","0.654836","0","0","0","0","0","0","0"
"65d5e15c016cc2be02ff666a","Chase","Adams","31","86","209.763","1.3871","2.8387","4.2258","4.5484","2.6774","0.0645","14.6129"
"65d5e15c016cc2be02ff683e","Wink","Adams","31","76.5","180.965","0.7097","3.4194","4.129","2.8065","1.3871","0.0323","14.2903"
"65d5e15c016cc2be02ff68be","Randy","Adams","29","62","104.805","1.4138","2.8621","4.2759","0.7241","0.2414","0.1379","7.7241"
"65d5e15c016cc2be02ff6b37","Girod","Adams","28","48.2","93.4835","0.1429","1.25","1.3929","1.3571","0.7143","0.1429","5.25"
"65d5e15c016cc2be02ff6cd7","Kevin","Adams","3","0.4","0.465751","0","0","0","0","0","0","0"
"65d5e15c016cc2be02ff6d95","Tyrel","Adams","29","28.9","56.456","0.5172","1.0345","1.5517","0.069","0.1034","0.4138","2.2414"
"65d5e15c016cc2be02ff6e97","John","Adams","26","33.8","78.388","0.6538","2.3462","3","0.5","0.3462","0.1923","2.5385"
"65d5e15c016cc2be02ff7f99","Martavius","Adams","29","65.3","161.224","1.6897","5.8621","7.5517","0.6552","0.4138","0.5862","11.6897"
"65d5e15c016cc2be02ff8341","Chad","Adams","31","11.8","29.2828","0.3226","0.8065","1.129","0.0968","0.0968","0","1.6129"
"65d5e15c016cc2be02ff83b1","Shaun","Adams","12","1.9","4.7691","0.4167","0.3333","0.75","0.0833","0.0833","0.0833","0.6667"
"65d5e15c016cc2be02ff83c2","Antonio","Adams","5","1.5","1.73253","0","0","0","0","0.2","0","0"
"65d5e15c016cc2be02ff85d7","Garrius","Adams","31","40.7","88.9872","0.5806","1.4839","2.0645","0.6129","0.7097","0.1935","3.5806"
"65d5e15d016cc2be02ff9024","Tremell","Adams","16","19.4","32.4829","0.875","0.625","1.5","0.5","0.5","0","6.6875"
"65d5e15d016cc2be02ffa26f","Chris","Adams","12","3.9","8.79677","0","0.1667","0.1667","0.25","0.25","0","0.5"
"65d5e15d016cc2be02ffa41b","Will","Adams","27","26.3","43.9173","0.4444","0.7407","1.1852","0.4444","0.2963","0.1111","1.8519"
"65d5e15d016cc2be02ffa719","Luke","Adams","23","35.8","58.5224","0.1304","0.8261","0.9565","1.1739","0.7826","0","4.1739"
"65d5e15d016cc2be02ffa911","Jeremy","Adams","30","21.5","49.5501","0.3333","1.0667","1.4","0.2667","0.2333","0.0333","2.1667"
"65d5e15d016cc2be02ffa956","Tyler","Adams","3","1.4","5.09167","0.6667","1.6667","2.3333","0.3333","0","1","2.6667"
"65d5e15d016cc2be02ffb56e","Adama","Adams","23","58","88.5704","0.4783","1.6522","2.1304","2.4348","0.6522","0.3043","9.0435"
"65d5e15d016cc2be02ffb5e5","Jordan","Adams","33","70.4","212.973","0.6364","3.2121","3.8485","1.7576","2.2121","0.3636","15.303"
"65d5e15d016cc2be02ffb620","Jamie","Adams","28","74","152.087","0.2857","1.8571","2.1429","2.8571","1.8214","0.0357","14"
"65d5e15d016cc2be02ffb6e8","Dustin","Adams","6","1.3","2.95861","0.1667","0.5","0.6667","0","0","0.1667","0.6667"
"65d5e15d016cc2be02ffb6f8","Josh","Adams","32","72.2","122.671","0.375","1.125","1.5","1.625","0.7812","0.1875","6.8438"
"65d5e15d016cc2be02ffb7dd","Steven","Adams","32","56.1","158.07","2.8125","3.5312","6.3438","0.625","0.6562","2.0312","7.2188"
"65d5e15d016cc2be02ffb821","Dionte","Adams","18","8.8","21.296","0.5","0.6667","1.1667","0.0556","0.2222","0.1667","1.1667"
"65d5e15d016cc2be02ffba0c","Rio","Adams","24","5.5","15.2398","0.125","0.125","0.25","0.25","0.25","0","1.125"
"65d5e15e016cc2be02ffc830","Vic","Adams","5","5.4","12.0566","0.4","0.8","1.2","1","1","0","5.6"
"65d5e15e016cc2be02ffc935","Austin","Adams","6","0.5","0.651854","0","0","0","0.1667","0","0","1.1667"
"65d5e15e016cc2be02ffcacb","Eric","Adams","2","0.3","0.790558","0.5","0","0.5","0","0","0.5","1"
"65d5e15e016cc2be02ffcc26","Andre","Adams","30","26.8","59.0846","0.0333","0.6667","0.7","1.1","0.7","0","1.3"
"65d5e15e016cc2be02ffda28","Jaylen","Adams","22","57.1","108.937","0.2727","2.2273","2.5","4.5","1.1364","0.0455","10.0455"
"65d5e15e016cc2be02ffda94","Michael","Adams","2","0.5","0.914583","0","0.5","0.5","0","0","0","0"
"65d5e15e016cc2be02ffdb55","Xavier","Adams","30","28.4","59.9522","0.6667","1.2333","1.9","0.6","0.3","0.3","3.2667"
"65d5e15e016cc2be02ffe0b0","Jalen","Adams","14","5","9.16975","0","0.0714","0.0714","0.2143","0.2143","0","1.7143"
"65d5e15f016cc2be02ffefe7","Christian","Adams","11","3.2","4.83929","0.2727","0","0.2727","0.1818","0.0909","0","0.7273"
"65d5e15f016cc2be02000121","Marlon","Adams","29","42.2","89.2415","1.4516","2.6452","4.0968","0.3871","0.3226","0.3226","4.4839"
"65d5e15f016cc2be0200033e","Stephaun","Adams","30","36.6","82.6447","0.5312","2.125","2.6562","1.8125","0.6875","0.0312","3.375"
"65d5e15f016cc2be02000363","Louis","Adams","32","32.8","96.1074","0.3235","2.2647","2.5882","1","0.4412","0.2353","7.5882"
"65d5e15f016cc2be02000408","Ako","Adams","33","31.7","67.4363","0.1143","0.9429","1.0571","1.2","0.3143","0.0571","3.0286"
"65d5e15f016cc2be02000f70","Darian","Adams","30","36.4","67.0581","0.375","1.4688","1.8438","1.0938","0.3438","0.0938","2.9062"
"65d5e15f016cc2be020014b1","Shelby","Adams","29","24.3","48.7527","0.2903","0.9677","1.2581","0.4194","0.4516","0.0323","3.4516"
"65d5e160016cc2be0200255e","Brendan","Adams","31","29.7","55.5582","0.3548","0.871","1.2258","0.7097","0.1935","0.0323","2.6129"
"65d5e160016cc2be0200283a","Julian","Adams","1","0.1","0.103858","0","0","0","0.5","0.5","0","0"
"65d5e160016cc2be02003a88","Jordyn","Adams","31","83.7","163.215","0.8182","2.4242","3.2424","2.0909","0.9394","0.2727","17.3939"
"65d5e161016cc2be02004fd6","Quadry","Adams","9","8.5","12.3581","0.5556","0.3333","0.8889","0.4444","0.4444","0","2.2222"
"65d5e161016cc2be02004fed","Isaiah","Adams","22","59.1","105.365","1.2273","2.6818","3.9091","1.5","1.2727","0.2727","9.8636"
"65d5e160016cc2be02002a61","","","3","0.9","1.8796","0","0.6667","0.6667","0","0","0","0"
"65d5e160016cc2be0200377e","Mika","Adams-Woods","29","50.2","106.202","0.2759","1.931","2.2069","1.5517","0.5862","0.2759","5.0345"
"65d5e15d016cc2be02ff9418","Shareif","Adamu","30","37.4","83.2655","0.8","1.7","2.5","0.5667","0.3333","0.8667","4.4333"
"65d5e160016cc2be02003750","Amin","Adamu","27","65","154.55","0.4828","4.7586","5.2414","1.4138","1.0345","0.2069","11.7241"
"65d5e15f016cc2be02001570","Jalen","Adaway","30","66","138.776","1.3438","3.625","4.9688","0.9375","0.5938","0.1562","8.5312"
"65d5e161016cc2be02004a5a","Dylan","Addae-Wusu","27","51.1","95.0026","1.037","1.6296","2.6667","2.3704","0.7407","0.1111","6.4815"
"65d5e15d016cc2be02ffa4fc","Bisi","Addey","11","8.3","16.9236","1.2727","0.9091","2.1818","0.0909","0.3636","0.1818","2"
"65d5e15c016cc2be02ff69ce","Brian","Addison","7","1.6","3.48367","0.1429","0.4286","0.5714","0.1429","0","0","0.2857"
"65d5e15d016cc2be02ff977a","Emmanuel","Addo","29","36.1","68.6281","1.5172","1.7586","3.2759","0.4138","0.1034","0.069","6.0345"
"65d5e161016cc2be02004d20","Isaiah","Addo-Ankrah","3","0.8","1.75948","0","0.3333","0.3333","0","0.1667","0","1.8333"
"65d5e15c016cc2be02ff6f3c","Temi","Adebayo","11","1.4","3.29212","0.0909","0.2727","0.3636","0.0909","0","0.0909","0.0909"
"65d5e15f016cc2be0200030e","Edrice","Adebayo","38","75.1","246.428","3.1053","4.8947","8","0.8421","0.6842","1.5","13"
"65d5e160016cc2be02003821","Ade","Adebayo","27","18.3","33.6175","0.1034","0.6207","0.7241","0.4138","0.1379","0.2759","1"
"65d5e15c016cc2be02ff6e80","Desmond","Adedeji","14","9","23.4822","0.7857","1.5714","2.3571","0.0714","0.0714","0.6429","2.7143"
"65d5e15f016cc2be02fff18d","Ayo","Adedeji","2","0.3","0.68543","0","0.5","0.5","0","0","0","0"
"65d5e15c016cc2be02ff6edf","Adetunji","Adedipe","23","7.2","16.6048","0.4348","0.6957","1.1304","0.087","0.0435","0","0.3478"
"65d5e160016cc2be020038ec","Emmanuel","Adedoyin","31","22.9","42.4024","0.1212","0.6061","0.7273","1.2424","0.303","0","2.7576"
"65d5e15c016cc2be02ff8078","Ogo","Adegboye","30","54.1","102.363","0.1667","1.5667","1.7333","2.3667","0.6333","0.0333","6.6"
"65d5e15b016cc2be02ff6414","Emmanuel","Adeife","16","14.2","35.7292","1.1875","2.0625","3.25","0","0.125","0.8125","1.75"
"65d5e15e016cc2be02ffc8c2","Jubril","Adekoya","31","47.3","100.044","0.7419","2.6452","3.3871","1.2581","0.4839","0.0645","5.5484"
"65d5e15e016cc2be02ffdca2","Jawad","Adekoya","16","17.6","36.5039","0.2632","1.0526","1.3158","0.3684","0.7368","0.1053","4.6842"
"65d5e15e016cc2be02ffd91e","Deji","Adekunle","17","10.7","21.6267","0.4706","1.2353","1.7059","0.0588","0.0588","0.1176","1"
"65d5e15f016cc2be02fff18f","Deng","Adel","22","21.5","46.1586","0.4545","1.6364","2.0909","0.6364","0.2727","0.0455","4.0455"
"65d5e160016cc2be02003970","Demilade","Adelekun","8","1.2","1.91947","0.3333","0.4444","0.7778","0.2222","0","0.2222","1.3333"
"65d5e161016cc2be02004f5d","Max","Adelman","4","0.4","1.29442","0","0","0","0","0.25","0","0"
"65d5e15f016cc2be02fffb8f","Seth","Adelsperger","27","7.7","18.6564","0.3214","0.7857","1.1071","0.0357","0.0357","0.1071","1.2143"
"65d5e161016cc2be02004a7f","Quincy","Ademokoya","14","15.6","14.9515","0.2143","0.4286","0.6429","0.2857","0.1429","0","1.6429"
"65d5e15d016cc2be02ff90b8","Faisal","Aden","33","59.2","154.675","0.7576","2.4545","3.2121","1.2727","1.3636","0.2424","12.7273"
"65d5e15e016cc2be02ffc910","Shore","Adenekan","28","47","97.7072","1.2857","2.8929","4.1786","0.2857","0.2857","0.8214","5.4286"
"65d5e15d016cc2be02ffa952","","","29","41.4","89.4663","1.3448","1.7241","3.069","0.2759","0.4828","0.8276","5.5172"
"65d5e15d016cc2be02ffa93d","Aaron","Adeoye","29","43.7","92.8457","1.8966","2.2759","4.1724","0.2759","0.4138","0.4483","3.4828"
"65d5e161016cc2be02004cb8","Adefolalrin","Adetogun","8","40.8","29.5487","0.375","2.625","3","1.625","0.625","0.625","4"
"65d5e160016cc2be020016ad","Mike","Adewunmi","14","2.6","7.56252","0.0714","0.3571","0.4286","0.1429","0.1429","0","0.1429"
"65d5e15e016cc2be02ffdf0c","Josh","Adeyeye","29","49.2","88.2667","0.2812","2.25","2.5312","0.4688","0.4062","0.125","8.125"
"65d5e15f016cc2be02ffed4e","Pernell","Adgei","8","2.1","3.52174","0.5","0.25","0.75","0.125","0","0","0.375"
"65d5e15f016cc2be020013dd","Anthony","Adger","28","49.8","88.0102","0.2581","1.6452","1.9032","2.3226","0.6129","0","6.0645"
"65d5e160016cc2be02002882","Silas","Adheke","18","5.6","14.0924","0.5","1.2","1.7","0.3","0.1","0.05","2"
"65d5e160016cc2be02003c8a","Deng","Adiang","5","0.5","1.09704","0","0.1667","0.1667","0.1667","0.1667","0","0.3333"
"65d5e15d016cc2be02ffb4f9","Niwayo","Adjei","10","3","4.23572","0","0.1","0.1","0.2","0","0","1.2"
"65d5e15e016cc2be02ffcbd7","Scott","Adler","7","1.3","1.33997","0.1429","0","0.1429","0.2857","0","0","0.1429"
"65d5e15f016cc2be02fff007","Quinton","Adlesh","3","0.4","0.483144","0","0","0","0","0","0","1"
"65d5e15d016cc2be02ffba73","Austin","Admas","5","0.8","1.19256","0.2","0.2","0.4","0","0","0","0.8"
"65d5e15f016cc2be02000ea0","Abdul","Ado","35","64.6","190.503","2.8611","3.5556","6.4167","0.3611","0.7778","1.8056","7.8333"
"65d5e161016cc2be02004fa8","Josh","Adoh","3","4.4","3.64642","1","1.3333","2.3333","0.3333","0","0","1.6667"
"65d5e15c016cc2be02ff731b","Jerome","Adolphus Jordan","35","67.4","223.037","2.4857","6.0286","8.5143","0.9429","0.3714","2.5714","13.7714"
"65d5e15c016cc2be02ff68e7","Aurimas","Adomaitis","30","39.2","79.39","1.4","1.5667","2.9667","0.2333","0.1","0.5333","4.8667"
"65d5e15e016cc2be02ffc73d","Nathan","Adrian","33","47","117.47","1.4242","1.5152","2.9394","0.7273","0.9091","0.6061","5.4242"
"65d5e15b016cc2be02ff635d","Jeff","Adrien","35","82","249.245","3.1429","6.8571","10","1.6857","0.5429","1.1429","13.7143"
"65d5e15d016cc2be02ff92ea","Marvin","Adu","10","2.9","5.00114","0.3","0.2","0.5","0.1","0.1","0","0"
"65d5e15d016cc2be02ff9494","Rivest","Aduko","1","0.1","0.100613","0","0","0","0","0","0","0"
"65d5e15f016cc2be02fff240","Taylor","Adway","16","9","18.1501","0.4375","1.0625","1.5","0.1875","0","0","1.4375"
"65d5e15d016cc2be02ff9368","Robert","Aery","6","1.6","2.80971","0.1667","0.3333","0.5","0","0","0","1.3333"
"65d5e15f016cc2be02ffef87","Ernest","Aflakpui","18","10","26.13","0.8889","1.1111","2","0.1111","0.1667","0.3333","1.7222"
"65d5e15d016cc2be02ffb567","Wesley","Afolayan","6","1.5","3.09952","0.5","0.5","1","0.1667","0","0","0.6667"
"65d5e15e016cc2be02ffcdd0","Akoy","Agau","19","6.4","18.4109","0.2632","0.8421","1.1053","0.0526","0.0526","0.2632","0.8947"
"65d5e160016cc2be02002561","Aguir","Agau","31","23.9","58.7635","0.7188","1.4062","2.125","0.4375","0.375","0.1562","3.25"
"65d5e160016cc2be02002534","Ochai","Agbaji","22","39","104.104","0.9545","3.6364","4.5909","0.9091","0.4545","0.5455","8.5455"
"65d5e15e016cc2be02ffcc79","Reggie","Agbeko","16","6.8","16.035","0.375","0.9375","1.3125","0.125","0.0625","0.0625","1.5"
"65d5e15d016cc2be02ff94aa","Danny","Agbelese","32","56.8","169.475","2.0312","3.9062","5.9375","0.2812","0.3125","2.9688","3.9688"
"65d5e160016cc2be0200384a","Christopher","Agbo","11","5.2","11.8139","0.5","1.4167","1.9167","0","0.0833","0.1667","1.4167"
"65d5e161016cc2be02004e3e","Chibuzo","Agbo","22","11.9","18.9333","0.4091","0.3182","0.7273","0.2273","0.0455","0.0909","2.0455"
